src,dst
945,2984
760,3204
1968,3082
3088,3113
2085,3667
292,884
1004,3564
2184,3646
2995,3299
39,3821
3795,3914
376,3214
147,910
2459,2538
532,1475
896,1937
3640,3976
181,3123
1726,2394
731,3563
1486,2153
75,1946
1071,3631
166,1310
202,967
694,1429
451,3923
1602,3267
881,3507
506,2132
1688,3041
818,2404
916,3693
2249,4017
625,2763
1122,3569
1430,1470
590,3708
1710,3739
1374,3790
1749,2913
653,1778
811,2364
2371,2667
7,849
1863,3954
1466,3729
456,860
249,3765
987,1250
1052,1645
1107,1352
28,2076
398,855
150,3005
80,2266
647,3811
699,4001
1645,2159
1082,3739
1512,2569
1942,2153
235,2554
2094,2924
1657,2923
175,1722
3315,3761
165,1034
1971,4022
1966,3678
2533,2971
3333,3586
807,1440
2436,3038
215,3780
137,2369
2496,3843
2931,3017
634,3175
612,3601
2730,2734
992,3822
1954,2513
1207,1532
1093,3874
969,2118
670,1327
269,983
1177,2821
645,2960
1760,2647
1866,3797
1921,3504
1489,1595
740,3197
1387,3570
2660,3843
676,1492
3472,3721
2412,3741
1672,3931
1660,2416
1670,3104
199,2092
985,3001
2198,3223
1081,2709
1009,1143
97,1815
948,3119
1776,3530
2276,3853
908,3720
3437,3885
2494,2992
417,450
1926,3474
255,2374
2056,2766
41,1102
2553,3572
1969,3521
1176,1441
501,2026
100,1682
532,2093
1024,1801
370,3263
3047,3326
122,3161
1175,1970
964,969
119,2863
265,2688
1486,2771
1075,1739
106,1877
393,1153
101,1533
1767,2232
46,291
3895,3958
947,2843
648,2052
1382,2017
976,1329
2710,2751
442,1395
1741,2889
1340,2545
378,3854
1498,3131
660,2786
2430,3865
938,1976
906,2438
216,1991
92,235
424,2694
367,2160
3502,3855
78,2057
2046,3875
1482,1847
1205,3259
1041,1350
1076,3788
3214,3573
1995,2782
1938,2248
1315,3023
3617,3963
539,3556
2411,2660
3028,3568
1557,2556
3064,3979
817,2746
872,2453
2337,3650
845,1761
957,2002
895,1124
306,729
534,2808
2136,2613
2526,2768
1466,3542
93,3065
1455,2629
1830,2506
3036,3809
646,770
59,3454
1413,3157
275,1766
1543,1695
540,3003
827,2279
605,3398
2506,3994
1699,2208
47,3070
169,3999
3089,3820
764,1930
1352,2100
287,1776
637,3286
754,3871
2158,3661
69,3768
1007,1284
1501,2573
2834,2897
243,2608
535,2228
3422,3821
1737,3789
969,1931
1640,3856
1674,3440
2890,3179
1577,3507
1601,1649
2093,2111
1043,2819
387,1202
1388,3985
139,1854
758,3589
2031,3862
227,920
786,2604
476,3876
1255,1362
2220,3734
1773,3045
1189,2994
848,2701
2214,3919
182,396
3048,3364
3138,3257
1763,1953
718,3759
1494,3980
747,2245
83,3019
21,2141
124,3020
1573,1829
280,3533
244,1624
10,1228
452,2327
1632,2409
1446,3185
885,1428
926,1429
886,2030
225,2321
1596,3883
3937,3997
878,1388
666,3195
2,3969
380,2609
3551,3961
1130,1609
1288,2949
1307,2999
1780,2657
1,3744
624,2969
1429,1676
3493,3956
3553,4007
1280,1553
662,2672
153,1105
2334,3216
863,2204
2704,2749
2521,3042
1562,3868
96,3200
2138,3277
211,1460
2139,3879
448,649
2189,3242
616,2677
1077,3826
3717,4007
1258,3083
353,762
693,3836
393,3544
419,2513
2838,4038
2005,3283
3268,3622
234,2733
1091,1630
3114,3155
2642,3345
1403,1902
400,3210
431,2523
3077,3273
3610,3736
2082,2190
561,1815
1798,2431
1550,2329
1113,2328
1837,2359
834,2913
813,2036
897,983
2445,3181
55,142
1364,3078
3377,3915
560,809
2291,2714
1546,2560
2788,3520
2442,2883
1645,1785
2194,2781
1072,2677
265,891
2634,3053
113,3503
1665,3191
2349,3823
604,3740
38,885
3677,3803
907,1297
669,1883
529,1122
2590,3131
1530,3905
2,2359
848,3319
278,722
1339,3556
2397,2709
2326,3997
774,2057
3086,3685
1341,3602
1336,3258
591,2350
1716,2725
2945,3480
2664,3992
1862,2550
680,1641
124,3638
1578,2791
112,2123
1041,2586
2129,3833
40,3940
2996,3418
647,2632
855,3335
1975,3366
1629,2729
209,2406
132,496
231,3885
377,3710
134,542
125,2708
685,830
1122,1585
1189,2807
2061,2736
1963,2201
533,1190
753,3408
1020,1308
2084,3659
1490,2920
1863,1970
1682,3090
1620,2212
584,1128
2973,3942
260,1970
1426,2346
675,3875
227,2961
1789,3337
1417,1479
2279,2972
78,2838
2719,3244
407,1616
2602,2659
2434,4014
440,975
283,2489
1465,3398
525,2776
220,2140
3208,3785
2430,3491
2081,3337
742,3942
34,2135
239,3321
765,2613
302,637
486,3198
343,3644
1296,2249
239,288
2283,2690
204,3485
3709,3959
2136,3394
2967,3322
1845,2464
358,919
1977,2583
1261,2413
910,1432
915,1776
3365,3368
3374,3831
2932,3486
2304,3917
1132,3696
1963,3624
1598,2937
1720,3866
502,1048
1025,3075
3712,3826
1522,3881
1217,3245
322,1612
881,3296
587,2849
1152,1315
467,1212
307,3963
3075,3390
1963,3974
2333,2753
2450,3338
420,642
2845,3867
952,3886
2067,3573
2189,2250
1423,3471
635,1735
1361,2593
1695,1715
793,3075
884,2439
230,3901
1037,3435
142,1802
541,2450
2838,3046
1007,3943
940,2721
935,2377
109,2793
969,1207
346,1982
1065,1669
3241,3436
1314,2373
71,3440
374,997
491,1582
2987,3519
1495,3882
1079,2506
159,2506
1331,2727
307,3158
737,1988
238,355
833,2450
86,715
1335,3600
2814,3749
1231,2496
2855,3750
40,3753
1072,1685
788,1926
915,3199
1159,3559
2222,3056
2745,2831
1289,2851
2911,4032
690,1768
414,2624
963,3620
727,869
2561,3653
992,2106
92,129
1256,3842
2361,2841
1691,3770
1335,2445
3358,3970
2237,3714
1516,3954
1149,2440
545,1013
1383,2112
1601,3503
80,3128
797,1234
700,1301
3105,3874
1973,2328
975,3980
1131,3739
3250,3474
1732,2616
1684,2575
931,3277
2118,2278
1457,2569
213,782
1266,3001
3074,3406
1587,1861
1578,4027
360,1209
3221,3833
593,3632
1460,3217
171,3939
1759,4038
1356,2113
1077,3452
3030,3484
58,3473
1163,2472
1101,1594
540,3247
1796,2385
426,2179
263,495
2475,2673
2344,3910
663,1368
2347,3427
948,3981
64,285
12,95
2286,3151
605,609
2377,3269
885,3632
159,2774
601,3873
1188,1189
565,1964
1869,3802
2034,2149
1285,3751
1772,3869
970,2427
1658,2801
1090,3283
2337,3089
931,2472
2488,2504
2832,3068
1707,2693
67,152
1550,1955
1961,3741
2021,3792
777,2005
94,2729
1341,4033
550,2780
209,2487
240,1800
1370,2519
2583,3495
432,1970
1992,2273
1450,1724
271,332
770,1965
205,2718
3381,3660
1910,2648
1670,3161
422,3884
1946,2278
1719,3053
2500,2864
700,3074
977,1662
510,2950
2210,3290
229,1210
1741,3751
1278,2529
1309,1842
1087,2961
1832,3115
679,1446
1064,1257
720,1447
3149,3660
152,1929
594,3028
217,3078
3393,4020
31,3854
3294,4014
92,1097
1088,2782
765,3849
1301,3829
179,3725
2111,2880
1085,2484
421,3258
2702,3321
954,3721
2910,4024
3001,3388
1762,1945
2662,3922
353,1811
2417,3337
1383,3080
2563,3162
295,1806
6,949
883,1976
1937,3639
784,1216
1682,2366
1931,3070
747,1334
1934,2587
2061,2362
497,1159
1113,3377
127,128
2214,3358
1395,2309
2704,2993
472,2792
2485,3629
649,1930
523,3511
301,466
588,3906
2763,3573
963,3783
63,1806
1054,3147
586,827
1606,3660
372,2561
90,3629
1270,3711
2721,3347
2132,2952
2293,3809
2004,3706
2415,3240
2881,3979
2967,3753
1511,3773
2287,3994
2631,3804
1845,2895
764,2792
576,2741
2873,3337
3000,3112
2096,3645
661,2290
1466,3249
3305,3344
399,3229
1837,2603
402,1248
1207,2207
1587,1674
269,1658
1055,1813
776,3152
50,2294
2479,3009
901,1346
15,3239
113,364
1166,2583
333,2582
1052,1515
1895,2958
921,2752
2483,3128
205,3336
3283,3743
399,3579
1235,3851
1390,1510
452,961
1252,1576
639,3039
171,719
264,910
725,2059
415,1079
594,3296
623,1782
349,2711
1945,2671
221,3465
1434,3687
1382,3497
969,1638
1158,2291
1249,3907
1223,2686
911,1633
1425,3574
926,1941
1529,3897
901,3574
1209,1475
2833,3483
1954,2383
2112,3723
209,2300
402,443
458,3004
2601,3133
1485,3975
2944,3472
1361,2219
136,3892
444,1793
1512,1634
194,1618
3815,3930
3526,3827
97,1685
785,1305
2063,2676
1094,2814
1130,2471
786,2661
1591,3620
2114,2641
2616,3791
1028,2194
73,510
2502,2723
1382,2692
1621,2708
3491,3991
3090,3647
833,1726
0,971
736,1793
1613,2066
178,2963
1451,3990
34,3184
180,3009
2513,3262
1367,2010
1109,3472
1422,1717
1076,1080
1482,2522
1111,3518
2546,2621
3007,3770
548,2092
491,1558
131,2743
69,1865
2066,2169
355,1670
2807,3335
1442,3473
979,1497
346,3836
908,2785
2277,3520
2122,2451
1028,1389
3402,3895
898,1316
153,1162
650,1214
1085,1142
2704,2806
925,3139
405,1383
66,1917
1233,1794
2182,3633
3362,3715
81,2225
1206,2600
2367,2632
886,932
1636,2184
1646,2872
335,3273
2570,2991
1270,3524
822,2610
1197,1733
1942,2641
396,3899
1783,1830
1201,2606
917,2847
1199,1779
48,183
607,1867
1474,3704
2086,2770
2471,2581
2435,2924
1349,2477
1536,1549
1648,2544
311,3976
629,3319
1865,3710
2204,3176
1001,2144
1175,3263
402,1061
240,2231
1669,3771
1460,2843
1742,1775
2236,3064
2824,3234
1695,1959
549,707
1163,2098
946,3561
1763,3783
1694,1734
352,3576
1446,1632
1545,1611
1688,1919
2656,3808
261,425
1190,3140
414,3673
1128,2262
505,3037
2583,2771
788,3325
941,3567
874,2345
1278,2960
259,2981
407,3633
273,435
2743,3403
2449,2956
28,604
556,2975
1141,3628
1428,2904
2352,3023
779,2458
3482,3742
717,1580
1088,3213
2172,3587
680,1698
802,3381
1015,3674
2952,3927
2200,2602
1799,2258
1577,3377
1233,3567
429,1298
1291,2791
2103,2669
3290,3922
1017,1468
2538,2597
1077,2273
222,3479
1479,3219
167,2237
105,1359
330,3921
170,256
1135,2628
2028,3434
624,3644
1909,2022
622,3571
1429,2351
252,1786
625,836
98,1319
3238,3358
225,3346
91,148
280,3053
2897,3065
376,3515
746,2294
2461,3666
553,1899
563,3341
214,2433
785,1468
1841,3958
2951,3301
1435,3270
2424,3784
901,2582
1357,3387
211,2135
2857,2885
1083,2064
646,2063
2325,3778
208,1837
1080,1766
851,1714
2621,3547
45,3536
545,1607
1006,2756
2615,2978
875,3239
40,159
36,2669
1536,2167
3356,3363
596,1545
1119,2818
1239,1422
2087,3209
1459,3640
1736,2228
1619,1643
2030,2675
803,2023
751,1833
868,2418
2709,2963
1305,3173
123,2264
959,2536
2480,2911
1826,2121
1495,2516
487,3480
1273,3635
495,1089
1794,2583
1054,2773
1052,1946
1210,3286
1327,3871
1635,1772
585,3234
399,4010
3465,3656
1756,3230
1751,2886
1133,4005
1009,2249
451,3419
482,2732
1155,2074
1607,3107
2500,3913
2342,3327
10,3676
158,164
1104,2486
3518,3667
1930,2070
2193,3204
1312,3189
844,3121
1179,3599
2775,3559
1309,2891
720,2496
1991,2696
67,396
1216,3077
2336,3108
863,1269
1305,2368
620,2265
2982,3256
458,3435
2252,3410
1018,2311
2728,3339
887,2794
109,2500
551,3599
2447,3097
83,1279
926,2722
795,3959
2001,3010
1790,2009
609,3954
1256,1321
698,3245
3143,3739
2002,2831
1503,1952
718,3897
783,2794
1376,3308
1426,2671
223,885
1923,3477
253,2979
652,2496
3974,4017
2513,3693
2945,3350
2451,2815
1864,3247
28,3800
16,2285
611,3626
1101,3261
227,253
2697,3221
1283,2743
197,1542
3290,3735
298,2348
2321,3873
3188,3458
829,1984
1949,2015
1168,1450
1071,1517
350,1757
1964,2323
1776,3026
592,1290
263,2512
2374,3884
34,2460
1185,1804
1876,3607
1773,2728
95,3867
1210,3554
2371,3586
869,3261
57,1131
2858,3704
2061,2606
1679,2312
2165,2205
1024,1297
647,1347
1082,1275
271,1999
2229,3129
401,1291
895,2580
2851,2883
614,2338
2816,3828
613,2867
257,788
2946,3120
632,665
291,372
922,3622
1661,3961
16,1830
1000,2000
726,2929
243,331
72,2139
822,3391
122,1502
502,1723
619,2308
1307,2682
1410,3561
1902,4023
1783,2611
369,2133
2834,4003
747,773
372,1650
2920,3777
996,1477
2517,2606
61,1199
1797,3448
685,3278
1330,3982
2138,2960
3356,3526
145,2775
1762,3612
2080,2201
894,3802
2441,3900
1608,3145
264,1154
2967,3192
1470,3211
379,1666
415,1323
1784,2058
1094,3863
1844,2109
3812,3927
1961,3448
2721,3136
221,3709
1558,2277
188,1317
93,2211
1552,1708
1591,1636
1020,2601
405,3237
100,2601
520,1497
3326,3660
53,2031
612,3715
402,687
118,928
2979,3552
2299,3793
2255,2740
2697,3839
455,2950
926,2535
759,3361
2980,3373
1655,2186
70,106
47,2566
2287,2628
3338,4020
664,3474
36,3905
318,2837
1095,3660
286,1801
1067,1612
1194,3639
2056,2880
442,2314
929,1678
538,2022
2400,2690
311,2797
3384,3614
1431,2828
3084,3322
644,2448
2108,2289
1717,2633
1094,3408
1242,3306
2419,3871
901,3013
464,3012
2011,2356
53,1226
3385,3435
923,1082
1015,3300
1385,2833
2505,2864
2754,3568
522,3367
1327,2074
1733,3516
3037,3102
227,3449
256,1935
2943,3440
751,1914
1253,3064
881,1206
60,1242
779,929
1338,2613
3296,3743
2564,3040
780,3783
2022,3245
504,2387
1834,3194
1894,3999
1142,1920
240,3280
711,2865
3104,3169
3601,3975
1581,1967
182,3275
1297,2962
992,2326
1947,4010
92,349
3700,3954
299,827
2095,3127
455,1340
1298,2783
166,1237
1943,3487
3058,3174
9,3505
298,1356
1191,2162
694,1356
485,3434
1292,2214
475,2746
2930,3928
2094,3656
1469,3604
540,889
605,1284
1691,2485
252,3640
405,472
444,3810
1435,1741
507,1880
223,2121
2186,3595
1754,3938
4,3511
1313,3441
2827,3399
368,3973
2639,3348
2331,3195
361,550
2329,2368
2143,3898
1083,3918
589,3383
1081,3091
737,3281
1609,3210
2333,3241
1075,3276
514,765
887,3225
854,1587
293,3240
1860,3960
513,1294
1447,2101
762,1998
1111,2152
108,3460
732,3287
2535,2594
47,3184
730,2460
292,2234
2684,3067
62,2711
31,1146
2207,3667
806,3394
1900,2204
491,2070
2748,3991
748,3389
743,3045
552,3477
1990,2097
3177,3350
1422,2579
1365,2045
23,3887
2203,3144
1232,2455
1455,1938
3530,3653
429,1542
759,3174
368,3518
605,2707
1195,3704
634,1947
174,3652
2805,3370
219,2671
1877,3509
2211,2631
1073,1994
744,2492
2994,3242
413,2887
814,3985
2304,2795
1559,1887
1314,2056
2764,3719
1074,1091
1429,2945
1513,1892
1984,3729
3541,3761
179,3595
955,3062
1233,3006
729,1029
1602,3812
105,3831
610,3000
980,1779
3096,3495
1690,2878
1373,1481
836,1276
3986,4003
2926,4023
2960,3607
1432,2061
3300,3675
1839,3351
1457,3057
519,2508
1233,1851
3261,3720
2170,2175
1151,2950
339,820
701,1209
2757,2874
422,1794
2356,2530
2416,2581
327,2688
304,984
14,1410
1600,2180
690,3679
597,3488
196,3144
1120,3263
1787,2006
2568,2571
403,3622
351,3432
3455,3562
1151,1795
805,1158
963,2498
1993,3013
374,2103
3858,3952
2639,3161
1584,2027
2050,2766
1766,3761
1396,1976
2927,3793
427,2114
1669,3828
1664,3484
831,2729
172,1595
1572,3895
2239,2638
1169,2724
1413,3084
1017,2330
3030,3167
1223,2206
2506,3921
3714,3799
289,2530
1409,2561
1068,2268
3,1944
44,2699
2289,2351
2747,3983
1711,2145
2492,2710
28,3694
845,3916
0,1646
806,3207
1520,2550
2399,3650
1714,3547
1996,2479
1358,1468
1024,2346
520,1123
3290,3629
967,1812
2203,2957
620,1704
178,3988
1947,2213
642,2402
3001,3876
506,3295
1691,3721
1295,3721
1195,3517
3287,3681
1477,3203
1198,3788
2466,3717
1062,3927
690,2069
602,2222
96,3582
569,3994
2033,3835
2561,3954
811,3527
439,3921
2645,2901
408,2356
907,3989
1001,3624
1457,3675
934,1648
1832,2798
130,133
1923,2916
615,3588
897,2520
862,3465
1982,3496
276,2587
245,1022
1107,2515
1081,1294
1929,3081
391,847
112,1432
176,2356
601,1596
1285,1474
1383,2763
170,2541
483,786
2219,3035
328,3127
68,2264
2771,3548
3500,3923
412,2074
1692,3518
2627,3769
46,3414
1094,1879
1653,3563
3,334
1806,3805
1348,2927
1145,1844
1160,3630
2824,3559
398,863
1934,2270
93,227
1558,3676
1711,3918
998,1767
587,735
1433,1695
573,2557
1646,2742
2726,3374
1786,1998
1457,3220
599,745
890,894
1912,3800
1602,2820
2337,3040
1199,1649
2529,3210
786,3954
165,1392
3026,4016
882,3662
2224,2574
1102,1716
1068,2886
221,3953
2874,3622
412,1269
3333,3944
716,1680
2247,3497
1588,1609
189,2917
65,407
1059,2019
441,3138
1155,2481
866,2378
1306,1896
210,761
347,2722
2274,2287
3664,3899
2258,3282
3130,3211
1669,3641
244,2974
273,1460
2632,2934
2387,3103
1671,2933
1702,3000
3228,3719
1418,3241
2137,2174
224,817
2123,3996
3475,3596
3029,3509
782,2276
3089,3560
720,1398
267,864
2008,3457
690,2687
232,1809
2708,3868
1961,2887
218,3631
1899,2009
1312,2441
42,1685
940,2835
1317,2785
124,3215
1614,2025
939,2610
872,1388
1056,3949
2054,2297
1517,2092
1527,3534
3043,3565
1233,3087
1551,1676
1344,3827
618,3723
2946,3632
308,2743
1767,2240
2266,3873
829,1691
956,3718
1880,3837
142,761
1289,2615
1958,2939
1968,2903
1947,2026
2845,3176
2062,2538
2220,3124
1915,2488
2123,3191
2842,2878
2847,3222
2167,3463
1912,2190
909,3498
2063,2359
1091,2980
227,660
2312,3063
901,2102
1276,1979
2499,2889
2335,3986
124,2410
1249,2785
2517,3468
968,1045
376,3385
1927,3602
1920,2431
2453,2894
154,1471
3062,3941
1818,2154
2661,2843
16,1537
2077,3546
544,1656
2851,2940
2510,2647
1577,2442
522,2806
1353,2734
1783,2318
3214,3931
638,3920
798,1923
204,1184
3024,3807
1035,1112
541,3987
2523,3259
812,2760
1536,2037
1252,3032
2866,3598
789,1056
276,1245
30,2724
553,3997
1616,3494
1530,2222
38,2585
652,3976
1813,4008
1092,1996
989,1117
3516,3865
2771,3711
428,2770
423,2426
2521,2782
2201,3366
2390,4019
740,790
893,4038
2823,3120
304,3643
20,3884
703,1662
3507,3752
458,1077
1038,3638
3806,3819
2001,3685
2324,2618
594,3597
974,3064
15,3890
417,1426
123,979
1463,3228
3801,3825
755,1421
1804,2740
181,1334
520,1554
709,3705
2199,2515
1301,1365
2584,3080
1113,2068
1558,2684
1214,2874
2638,3316
81,1103
1414,2181
677,1888
1520,3331
2382,2572
2043,3106
642,2833
1129,2951
1072,2417
7,2093
1574,3567
1319,2294
1030,2191
1532,3341
508,3018
1633,3393
2810,3958
1449,1586
230,795
815,1448
1620,2407
32,56
348,2736
1062,1325
1067,1669
1275,2372
1285,3060
965,3644
309,2027
1,1874
1577,2710
61,2679
1556,1833
577,1283
404,3018
2565,3753
1544,3701
2984,3148
2356,3579
828,2033
2223,3989
72,2464
25,3372
1968,2716
1627,2423
360,3096
976,1150
46,462
944,2366
3781,3842
382,3794
2063,2172
1724,2706
913,3430
3205,3682
1627,2773
1744,3358
151,1417
1460,3599
436,4030
539,1499
971,1156
2955,3507
2147,3748
1746,3404
996,2152
1397,3250
660,2957
2176,2988
1087,2270
3008,3518
248,1700
148,3748
1545,2367
146,3675
927,3486
581,2849
1460,3949
1579,1951
713,2968
1895,3877
1833,2999
1950,3584
1086,1264
78,2228
1518,1675
3065,3271
577,3861
861,2866
1427,1557
2512,3287
1075,1105
329,2978
1437,1494
126,1895
1256,2614
201,3732
848,1099
607,2168
347,2803
2969,3159
388,3558
2284,3056
1503,3245
2620,3005
1248,1972
847,1628
2151,3466
2583,3877
1846,2830
991,4036
1254,2918
970,3159
2582,3652
598,1301
1799,3014
656,1279
2030,2358
249,366
402,1362
641,3630
405,879
2390,3832
1696,1731
276,1408
302,377
2192,2312
416,1418
1415,2620
163,191
2005,2836
3237,3862
1869,3729
1060,1116
1285,3678
2338,2487
810,941
1334,3570
83,612
1368,3154
2889,3529
1428,3205
616,1075
327,972
990,2979
1976,3976
3440,3817
1518,3098
618,1121
614,3631
2166,3319
1770,3319
2794,3642
141,967
1730,3920
598,2374
816,3765
1905,2231
1376,2641
1309,1419
1756,2108
1847,2226
472,3174
2688,2842
1683,3323
2130,4012
1719,2980
998,2466
2550,2908
1758,2154
688,1486
815,1261
1002,3339
1122,1943
1426,2354
183,3421
647,1835
303,2025
2367,3551
836,2488
677,3929
1294,2585
604,2138
1724,2169
473,3375
1730,3115
2069,2581
455,2015
3534,3778
444,1102
422,3006
1408,4003
95,167
3052,3253
59,3893
1494,2996
38,3016
1580,2016
1249,2411
529,3253
796,1153
1988,2750
517,1738
1238,2252
2521,3213
654,2201
2230,2283
1495,2817
1638,3125
110,825
2575,3449
2112,2227
2224,2468
1570,3930
1981,2710
2533,3223
234,2554
2634,4029
609,1677
824,3551
1853,3464
569,2278
2038,2463
2566,2582
1308,2617
201,3545
566,1980
191,2857
2472,2920
1909,3746
1092,1272
2057,3644
1102,1960
1284,1442
1999,3639
2111,3880
528,2627
1252,2658
997,1385
1153,1898
88,1574
738,3376
373,1935
490,3274
2047,3306
3760,3851
1086,3305
1852,2838
645,3562
2424,2475
1885,2197
1596,2094
1322,3023
3223,3619
205,3263
914,1508
2882,3326
2593,3223
1569,2900
1908,3120
46,1698
725,1986
128,3982
107,3105
604,3911
537,2689
2987,3527
1753,2428
354,2982
1555,1689
474,1586
2390,2490
960,3731
3668,3861
502,601
1714,3604
2884,2998
2302,3774
3422,3805
2352,3137
2849,3943
2797,3753
889,1986
777,1745
1264,1863
1768,3086
3729,3733
1609,2275
2202,3543
3783,3969
268,555
15,2361
2702,3866
101,2135
49,1945
424,1068
1783,3367
1876,3558
2215,3024
2655,3296
69,2597
2371,3537
845,2818
1972,4020
2197,2418
36,205
1092,2695
1933,3311
1875,3306
1869,2737
809,3511
2371,3887
2457,2907
249,1602
1921,2146
1401,3800
563,3455
922,3573
2448,2794
3731,3755
85,3830
1239,2691
1786,2860
387,3414
734,1243
3306,3764
140,504
1915,1927
2433,3610
1688,3456
917,3579
7,914
2620,3436
1904,4020
2031,3041
2771,3605
1604,3728
2815,3123
2127,3503
661,2835
1401,2645
1399,2572
411,1906
557,1731
2088,3548
99,853
216,1438
3012,3667
1804,3789
2174,2568
1611,3394
1595,2861
1929,1983
129,2193
2092,3667
1170,3651
2766,3611
837,967
178,2085
460,1017
1105,1721
2445,3970
1612,3969
449,858
304,3887
2484,3898
1171,3472
390,3661
271,1495
2786,3482
1843,2589
199,3312
1417,3878
3597,3889
290,2676
973,2706
257,284
2626,3200
3123,3252
2495,3683
129,1038
576,2481
165,1449
1464,2943
1128,2994
880,2892
2924,3042
2213,3970
2,3148
2643,3554
1146,1321
213,3368
1002,1542
1894,2877
1649,2292
61,695
467,1383
897,967
62,3549
81,1347
1354,2374
266,346
1332,3524
83,1393
601,3076
270,1219
1046,1440
160,3333
812,1044
3313,3325
71,3261
322,628
688,1917
1464,2138
1123,1845
3578,3781
586,1640
2499,3751
188,813
747,2497
568,1034
3025,3043
67,2738
62,2394
492,1978
1335,3421
2613,4038
2155,3160
1556,2077
1743,1903
1084,3021
2078,3879
1333,3725
2070,3237
3596,3956
2106,2894
2546,3166
1070,1810
1130,1861
2413,3576
2793,3043
1201,3956
1530,2734
3193,3916
1686,3247
478,1117
818,3437
1415,1441
2659,3982
288,993
1351,3900
594,2231
1433,2020
1625,2190
2468,3633
2616,3531
2215,3187
1965,3012
1798,3838
554,2051
433,3976
767,3098
32,2878
711,3166
2237,3885
608,2287
3792,3844
1698,3607
1388,2627
2174,3536
1057,3022
2609,2710
864,3381
1198,2503
3312,3392
1163,3448
1476,1693
1424,1503
3556,3752
1515,1621
1105,2689
2965,3284
50,3807
1819,2032
392,538
1409,3854
170,2411
779,3458
1842,2955
259,948
1005,2458
193,328
1744,2797
125,1887
937,1765
804,1421
3512,3803
3204,3650
2046,3135
2330,2894
2235,3788
1123,3618
206,3946
304,317
54,142
1112,2705
3013,3301
2612,2957
523,3064
764,1995
84,1482
953,1894
1383,1478
3161,3172
1017,2818
1361,3382
1793,3039
2598,3998
1442,2058
3066,3312
1603,2915
1725,3844
502,682
223,1267
205,661
1409,3049
1349,2217
1018,1888
25,3884
622,1888
462,3885
1267,2592
3225,3722
704,3418
869,1765
1855,2762
184,1662
2357,3912
3477,3943
1524,3157
2076,3670
792,2484
432,2141
2044,2634
1538,3994
612,796
268,986
2012,3096
2387,2973
298,3080
1413,2767
666,1032
454,3593
504,2956
3279,3554
1154,4004
3375,4016
2157,3450
665,1561
386,2146
2409,3671
507,3604
2895,3564
966,1674
1093,2947
2055,2392
1934,3563
468,3649
2056,2994
812,1207
929,1792
655,2721
736,2151
1465,1772
1243,3645
369,637
830,1032
1683,3917
647,2079
748,2885
586,1803
1448,3296
730,801
1385,2947
2161,2414
1293,3358
3342,3852
1941,3579
69,2223
1970,2819
2315,3231
1628,2301
279,2972
3640,3667
1095,2969
723,3363
341,817
2923,4026
1680,2841
455,1104
152,1295
1060,3133
1485,2373
55,1362
2477,3158
2573,2866
2721,3518
859,2850
2223,3241
320,1818
670,3328
262,1813
1879,1896
1478,1552
1535,2086
1157,1911
591,3220
2031,2667
2148,4006
2189,4007
818,2445
1802,3369
1740,2491
2084,2301
2151,3523
1430,1511
461,1649
679,3040
3012,3293
2327,2436
2423,2898
398,546
2144,3483
561,2230
2142,2656
1454,3036
1746,2656
3704,3786
1266,2985
235,2245
2547,3873
3034,3991
365,1537
3320,3796
2778,3247
357,895
1666,3077
520,2579
169,844
788,3333
2223,2436
416,1475
1964,3673
277,1316
615,1311
413,3806
778,2241
1280,3391
1708,2148
627,2045
178,3939
372,772
652,3041
580,1475
1402,2041
2259,3190
3380,3823
2982,2996
1110,1640
888,2759
487,2415
366,3586
856,3221
794,2343
205,2702
570,1137
1103,3852
2128,4023
662,3355
1725,2852
1420,2216
2253,2971
1121,1425
1847,2283
1623,2575
883,2765
932,1903
937,3001
685,1245
3142,4008
2853,3905
2059,2324
1364,1533
904,3992
3149,3644
1616,1754
670,3596
1707,1872
301,1255
1641,3504
1677,3161
1792,3673
240,979
2953,3705
1635,2935
1044,2467
858,3243
137,3483
2033,2981
408,1502
2474,3855
392,969
662,2550
657,2206
1940,3921
2315,3044
3242,3434
3059,3727
134,152
3200,3208
1801,3762
464,1784
2515,3105
679,3658
2525,3793
596,1903
585,3242
1803,3808
2954,3152
1395,2293
1056,2827
3014,3203
1887,2755
391,3376
1425,2135
76,2052
1079,1498
141,2447
2099,3577
769,2770
58,692
1758,3284
2914,2972
2513,2628
1596,2956
138,2149
2127,2592
3374,3896
1108,3367
1132,3761
2324,3106
416,2093
2743,4029
789,3772
197,3860
1873,1894
2151,3336
1846,2700
1552,2253
3556,3728
122,1242
2587,3866
2525,2988
273,1411
627,2663
679,2853
431,2751
429,1924
3569,3963
2824,3055
408,1047
1764,3829
2082,2418
1865,3881
3420,3840
1087,1335
1331,3947
524,2161
522,1334
1461,3239
1364,3306
385,2756
2193,2407
422,1103
2103,3645
1910,3250
7,2581
2381,2835
98,1945
512,996
1852,3245
288,2042
718,872
1592,1628
2779,2881
1805,2675
349,2695
1677,3429
942,3963
2494,3651
904,1227
2151,2531
2932,3096
2989,3630
1564,2963
1065,2084
427,1073
781,2325
1679,3475
2699,3302
993,3147
2545,2835
2636,2953
1798,1854
2646,3641
1230,2336
1300,1577
3049,4031
401,2454
487,2228
757,3809
2195,2429
1632,3255
830,1813
1322,2275
3280,3405
1868,2973
1527,2680
3151,3934
164,2891
597,1992
